TO,FROM,REASON,SERVER,DATE,CHANNEL
Nebs#2035,Mount Manu#3530,for taking over the praise deck and turning that around in such a short time and just doing hard work ,Token Engineering Commons,Dec-27-2021,🙏｜praise
graial#0787,Mount Manu#3530,for taking over the praise deck and turning that around in such a short time and just doing hard work ,Token Engineering Commons,Dec-27-2021,🙏｜praise
liviade#1387,Mount Manu#3530,for reaching out to other communities and introducing them to our Praise system in her distinctly selfless manner ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,"for his tireless work all the time: thanks for being everywhere, we all appreciate it ",Token Engineering Commons,Dec-27-2021,🙏｜praise
delightfulabyss.eth#3679,Mount Manu#3530,for popping around in so many different spaces ,Token Engineering Commons,Dec-27-2021,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) for always responding to messages, no matter how busy you are ",Token Engineering Commons,Dec-27-2021,🙏｜praise
liviade#1387,Mount Manu#3530,"for always taking the time to write and to ask and to show your empathy in an active way, which is so rare these days ",Token Engineering Commons,Dec-27-2021,🙏｜praise
Tam2140#9361,Mount Manu#3530,because one could never imagine how grateful you can be for having someone as a mentor until one gets to meet you: thank you ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Yonks#7762,Mount Manu#3530,for having an awesome virtual background on Discord ,Token Engineering Commons,Dec-27-2021,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for always showing up your best game at what you do ,Token Engineering Commons,Dec-27-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for being man enough to know how to change a tire ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Mert Ozd#6679,Mount Manu#3530,"@Mert Ozd for his help, over several months, on crafting a Medium article series which will soon be unveiled ",Token Engineering Commons,Dec-27-2021,🙏｜praise
alantv#0964,Mount Manu#3530,for engaging with our community so consistently since you arrived ,Token Engineering Commons,Dec-27-2021,🙏｜praise
BiancaGadelha#2667,Mount Manu#3530,"for enlightening us with her psychologist POV, which is so needed here ",Token Engineering Commons,Dec-27-2021,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"for always having grace and positive attitude, no matter the space where you’re at ",Token Engineering Commons,Dec-27-2021,🙏｜praise
David (please DYOR...)#4116,Mount Manu#3530,@David (please DYOR...) for volunteering to be a community guide ,Token Engineering Commons,Dec-27-2021,🙏｜praise
johnjonas#2307,Mount Manu#3530,for his Discord profile picture (because Edu loves sunsets and filmmaking) ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Juankbell#7458,Mount Manu#3530,for all the time and dedication that you put into Gravity: it reflects into our community and we’re all grateful for that ,Token Engineering Commons,Dec-27-2021,🙏｜praise
karmaticacid#1218,Mount Manu#3530,because Edu is so eager to see you within the next couple of days! ,Token Engineering Commons,Dec-27-2021,🙏｜praise
mateodaza#3156,Mount Manu#3530,for all the work that you do behind the scenes: you deserve more praise than what you’ve been getting ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Nuggan#5183,Mount Manu#3530,because you’re a valuable member of the TEC and you deserve way more praise than what has been given to you ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for being Edu’s co-worker in Barcelona and for taking the time to talk about anime and Japanese culture (and for all the sushi shared on the same table) ,Token Engineering Commons,Dec-27-2021,🙏｜praise
MS#4235,GideonRo#3175,for being the catalyst in leading the Communitas WG in figuring out where we go next in welcoming people into the TEC! Great work. ,Token Engineering Commons,Dec-27-2021,🙏｜praise
GideonRo#3175,MS#4235,@Mount Manu for the collective thoughts  and energy that were shared on today's brainstorming. These points and ideas help bring deliverables and goals from ambiguous to powerful clarity. ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Tam2140#9361,MS#4235,@Mount Manu for the collective thoughts  and energy that were shared on today's brainstorming. These points and ideas help bring deliverables and goals from ambiguous to powerful clarity. ,Token Engineering Commons,Dec-27-2021,🙏｜praise
eduardovegap#0422,MS#4235,@Mount Manu for the collective thoughts  and energy that were shared on today's brainstorming. These points and ideas help bring deliverables and goals from ambiguous to powerful clarity. ,Token Engineering Commons,Dec-27-2021,🙏｜praise
r33pich33p#6906,MS#4235,@Mount Manu for the collective thoughts  and energy that were shared on today's brainstorming. These points and ideas help bring deliverables and goals from ambiguous to powerful clarity. ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Mount Manu#3530,MS#4235,@Mount Manu for the collective thoughts  and energy that were shared on today's brainstorming. These points and ideas help bring deliverables and goals from ambiguous to powerful clarity. ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Tam2140#9361,Zeptimus#3359,for getting communitas and orientation recording weekly 🤎 ,Token Engineering Commons,Dec-27-2021,🙏｜praise
Mount Manu#3530,GideonRo#3175,@Mount Manu for his constant flow of encouragement and positivity to people in this community -- and not just here in the praise channel. ,Token Engineering Commons,Dec-28-2021,🙏｜praise
innov8tor3#3988,iviangita#3204,for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Dec-28-2021,🙌praise
mafer_cordovas#1034,iviangita#3204,for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Dec-28-2021,🙌praise
T-Rossi#1714,iviangita#3204,for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Dec-28-2021,🙌praise
Atotsm#5719,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
David (please DYOR...)#4116,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
r33pich33p#6906,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
innov8tor3#3988,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
Lin#3884,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
WhyldWanderer#7002,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
ZER8🧠#9093,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
MS#4235,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
T-Rossi#1714,iviangita#3204,@David (please DYOR...)  for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
Juankbell#7458,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
liviade#1387,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
Tam2140#9361,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
solsista#5370,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
innov8tor3#3988,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
divine_comedian#5493,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
Mount Manu#3530,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
David (please DYOR...)#4116,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
kristofer#1475,iviangita#3204, @Mount Manu @David (please DYOR...) @sem  🐝 for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Dec-28-2021,🙏｜praise
