,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
540,540,high five,for all the high-fives,1.67,Zeptimus#3359,2021-07-30T22:00:00.000Z,
541,541,ward,for ward,0.67,"griff (💜, 💜)#8888",2021-07-30T22:00:00.000Z,
542,542,,for ,0.33,iviangita#3204,2021-07-27T22:00:00.000Z,
544,544,hold onboard fort suga pari,for holding down the [onboarding] fort while Suga was in Paris,13.0,nic#9212,2021-07-30T22:00:00.000Z,
549,549,come tec commun call http youtu tfikvrgwa,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,1.0,satorid#8361,2021-07-30T22:00:00.000Z,
550,550,come tec commun call http youtu tfikvrgwa,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,1.0,Suga#8514,2021-07-30T22:00:00.000Z,
551,551,come tec commun call http youtu tfikvrgwa,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,1.0,Zeptimus#3359,2021-07-30T22:00:00.000Z,
553,553,come tec commun call http youtu tfikvrgwa,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,1.0,Mount Manu#3530,2021-07-30T22:00:00.000Z,
556,556,come tec commun call http youtu tfikvrgwa,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,1.0,Juankbell#7458,2021-07-30T22:00:00.000Z,
559,559,come tec commun call http youtu tfikvrgwa,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,1.0,nic#9212,2021-07-30T22:00:00.000Z,
560,560,soft gov sync today ,for being in the soft gov sync today!,1.0,mateodaza#3156,2021-07-26T22:00:00.000Z,
561,561,soft gov sync today ,for being in the soft gov sync today!,1.0,Zeptimus#3359,2021-07-26T22:00:00.000Z,
562,562,care assist pari,for her caring assistance in Paris,1.0,jukren#8803,2021-07-30T22:00:00.000Z,
581,581,give amaz present ethcc,for giving amazing presentations in ETHCC,20.17,liviade#1387,2021-07-30T22:00:00.000Z,
589,589,awesom dude,for being an awesome dude,2.0,David (please DYOR...)#4116,2021-07-15T22:00:00.000Z,
593,593,hero carri tec stand like hero🌞,for being a hero and carry the TEC stand like  a hero🌞,13.0,natesuits#4789,2021-07-20T22:00:00.000Z,
595,595,insight orient call,for the insight on the orientation call,8.0,Mount Manu#3530,2021-07-13T22:00:00.000Z,
596,0,handl trust seed know everyon hatch,for handling the Trusted Seed and because he knows everyone in the Hatch,50.13,DanKnobelsdorf#0326,2021-08-12T22:00:00.000Z,
597,1,come idea tec hatch bot nft giveaway,for coming up with the idea of the TEC Hatch Bot NFT giveaway,51.67,"sem(🌸,🐝)#0161",2021-08-05T22:00:00.000Z,
598,2,curat trust seed,for curating the Trusted Seed,6.93,DanKnobelsdorf#0326,2021-08-12T22:00:00.000Z,
599,3,take one time chang tech address initi buy bond curv propos realli dive hatch govern,for taking on the One-Time Change of TECH Address and Initial Buy into the Bonding Curve proposals and really diving into Hatch governance,57.67,Zeptimus#3359,2021-08-26T22:00:00.000Z,
602,6,reach translat tec articl introduc tec chines commun 🙏🏼,for reaching out to translate some TEC articles and introduce TEC in Chinese community 🙏🏼,63.67,shawn#7046,2021-08-09T22:00:00.000Z,
604,8,creat hatch tutori bridg video 🙌,for creating the Hatch tutorial and bridge videos 🙌,62.0,Zeptimus#3359,2021-08-02T22:00:00.000Z,
605,9,slay forum post ✍🏻,for slaying with the forum posts ✍🏻,31.67,divine_comedian#5493,2021-08-05T22:00:00.000Z,
607,11,tec unconfer video,for TEC unconference video,8.97,chuygarcia.eth#6692,2021-08-11T22:00:00.000Z,
608,12,tec unconfer aftermovi great photo pari 🤩,for the TEC Unconference Aftermovie and all the great photos from Paris 🤩,42.67,chuygarcia.eth#6692,2021-08-05T22:00:00.000Z,
615,19,tec unconfer video,for the TEC Unconference video,11.63,chuygarcia.eth#6692,2021-08-12T22:00:00.000Z,
617,21,take week vacay,for taking a week of vacay,18.6,liviade#1387,2021-08-26T22:00:00.000Z,
622,26,super cool http nft tecommon org ,for the super cool https://nft.tecommons.org/,30.67,elessar.eth#7945,2021-08-05T22:00:00.000Z,
625,29,repres te common cryptocommonsgath  http www crypto common org ccg ,for representing TE Commons at the CryptoCommonsGathering 2021 https://www.crypto-commons.org/ccg-21,22.0,JessicaZartler#2263,2021-08-29T22:00:00.000Z,
629,33,common config dashboard stuff,for all the commons config dashboard stuff,22.0,karmaticacid#1218,2021-08-26T22:00:00.000Z,
631,35,governaut research project,for the governauts research project,37.67,JessicaZartler#2263,2021-08-12T22:00:00.000Z,
642,46,time get involv dashboard,for their time getting involved in the dashboard,5.17,Nuggan#5183,2021-08-26T22:00:00.000Z,
644,48,develop ninja,for being our developer ninjas,27.0,fabiomendes#4802,2021-08-26T22:00:00.000Z,
652,56,push realli cool graphic demand youtub video,for pushing out really cool graphics on demand and for the Youtube videos,3.93,acidlazzer#5796,2021-08-26T22:00:00.000Z,
660,64,prais debat summari forum post summar everyth clean concis,for praise debate summary forum post - summarizing everything so clean and concise,5.2,divine_comedian#5493,2021-08-11T22:00:00.000Z,
664,68,sort trust seed applic verifi peopl 💜,for sorting through all the Trusted Seed applications and verifying people 💜,32.33,DanKnobelsdorf#0326,2021-08-11T22:00:00.000Z,
672,76,forum post summaris recent prais debat vote outcom,for his forum post summarising the recent praise debate and voting outcome,6.87,divine_comedian#5493,2021-08-11T22:00:00.000Z,
674,78,hold fort suga loop,for holding down the fort for Suga when she was out of the loop,27.0,natesuits#4789,2021-08-12T22:00:00.000Z,
681,85,qa dashboard,for doing the QA on the dashboard,27.0,karmaticacid#1218,2021-08-26T22:00:00.000Z,
682,86,review code mount manu user feedback proactiv search collabor possibl,for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities,34.0,elessar.eth#7945,2021-08-04T22:00:00.000Z,
683,87,review code mount manu user feedback proactiv search collabor possibl,for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities,29.67,markop#2007,2021-08-04T22:00:00.000Z,
685,89,super cool http nft tecommon org ,for the super cool https://nft.tecommons.org/,9.97,"sem(🌸,🐝)#0161",2021-08-05T22:00:00.000Z,
688,92,care engag,for care and engagement,11.67,iviangita#3204,2021-08-12T22:00:00.000Z,
690,94,best prais giver ,for be the best praise giver!,3.8,iviangita#3204,2021-08-26T22:00:00.000Z,
692,96,initi orient,for the initiatives in the orientation,14.33,eduardovegap#0422,2021-08-26T22:00:00.000Z,
696,100,progress graviti wg 👨🏻‍🚀,for all his progress with the Gravity WG 👨🏻‍🚀,4.13,Juankbell#7458,2021-08-19T22:00:00.000Z,
700,104,orient stuff,for orientation stuff,1.73,eduardovegap#0422,2021-08-26T22:00:00.000Z,
701,105,educ chuy cataluña conflict 👨🏻‍🏫,for educating Chuy on the Cataluña conflict 👨🏻‍🏫,12.67,santigs#9769,2021-08-05T22:00:00.000Z,
703,107,best prais giver ,for being the best praise giver!,16.0,iviangita#3204,2021-08-05T22:00:00.000Z,
707,111,reach soft commit hatcher,for reaching out to soft-commit Hatchers,12.77,"griff (💜, 💜)#8888",2021-08-05T22:00:00.000Z,
708,112,take time told inspir take look need rest,for taking time off - she told me and now I am inspired to take a look at my own need for rest,15.0,liviade#1387,2021-08-25T22:00:00.000Z,
714,118,build ccd 🦾,for building the CCD! 🦾,13.47,fabiomendes#4802,2021-08-19T22:00:00.000Z,
720,124,great chat suga regard wxdai troubleshoot 🩺,for a great chat with Suga regarding wxDAI troubleshooting 🩺,15.0,freshelle#9882,2021-08-19T22:00:00.000Z,
727,131,jump tec case studi,for jumping in the TEC Case Study,15.67,natesuits#4789,2021-08-26T22:00:00.000Z,
729,133,review code mount manu user feedback proactiv search collabor possibl,for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities,17.33,VitorNunes#0090,2021-08-04T22:00:00.000Z,
731,135,take role manag param,for taking the role of managing the params,24.33,VitorNunes#0090,2021-08-12T22:00:00.000Z,
735,139,new propos hatch dao,for the new proposals for the Hatch DAO,15.67,Juankbell#7458,2021-08-26T22:00:00.000Z,
737,141,mint nft push forward idea look cool http v uniqu one token fbd dd f fbd xcdbbddbaebdcfefeedb,for minting the NFTs and pushing forward the idea... these look so cool: https://v2.unique.one/token/3f17bd14-4d1d-4f87-a039-952f8b024d25/0xc9D1B08bdD82B0a0E59Bd8675CF4Ef880E5e11db,15.67,santigs#9769,2021-08-02T22:00:00.000Z,
739,143,trust seed garden care everyon ts,for being the Trusted Seed Gardener and caring for everyone in the TS,24.33,DanKnobelsdorf#0326,2021-08-26T22:00:00.000Z,
741,145,technic feedback insight propos specif  govern right,for his technical feedback and insights on the proposals specifically the 75% governance rights,20.0,"sem(🌸,🐝)#0161",2021-08-26T22:00:00.000Z,
742,146,hold fort suga loop,for holding down the fort for Suga when she was out of the loop,15.67,durgadas#9280,2021-08-12T22:00:00.000Z,
744,148,\ abstract complex non crypto natives\ forum post,"for the \""Abstracting complexity for non crypto-natives\"" forum post",17.33,NaN#6925,2021-08-26T22:00:00.000Z,
750,154,governaut research project,for the governauts research project,14.67,liviade#1387,2021-08-12T22:00:00.000Z,
752,156,super cool http nft tecommon org ,for the super cool https://nft.tecommons.org/,24.33,fabiomendes#4802,2021-08-05T22:00:00.000Z,
764,168,take what’ next hatch post comm commun lauren,for taking on the What’s Next? Hatch post for comms and communicating with Lauren about it,18.33,natesuits#4789,2021-08-19T22:00:00.000Z,
766,170,alway around tec group give feedback pari eduardo prais ,for always being around the TEC group and giving feedback in Paris (Eduardo's praise),18.33,akrtws (TE Academy)#4246,2021-08-05T22:00:00.000Z,
768,172,push commun blog post even middl fire situat,for pushing the community blog post even being in the middle of a fire situation,18.33,Suga#8514,2021-08-05T22:00:00.000Z,
770,174,build ccd 🦾,for building the CCD! 🦾,8.13,Nuggan#5183,2021-08-19T22:00:00.000Z,
771,175,build ccd 🦾,for building the CCD! 🦾,10.8,VitorNunes#0090,2021-08-19T22:00:00.000Z,
774,178,super cool http nft tecommon org ,for the super cool https://nft.tecommons.org/,14.27,santigs#9769,2021-08-05T22:00:00.000Z,
776,180,accept process trace propos 🥳 confetti  respons propos absolut made day thankyou  ,for accepting and processing my Trace proposal. 🥳 <a:confetti:788963579512356895>  Your response to the proposal absolutely made my day!!! <:ThankYou:753828947460096054>,25.33,freshelle#9882,2021-08-19T22:00:00.000Z,
784,188,organ graviton session suggest content date provid read materi allow everyon particip invit peopl train diversifi approach alway think best everyon mind integr construct feedback ,"for organizing all the Graviton session with suggested content and date, providing reading materials, for allowing everyone to participate, for inviting more people to this training and diversifying the approaches, for always thinking about what is best for everyone and being very mindful of integrating constructive feedback!",22.67,Juankbell#7458,2021-08-18T22:00:00.000Z,
800,204,forum post,for forum posting,2.37,divine_comedian#5493,2021-08-26T22:00:00.000Z,
807,211,forc te carri token engin forward,for being so forceful in TE and carrying token engineering forward,11.67,akrtws (TE Academy)#4246,2021-08-26T22:00:00.000Z,
811,215,speak truth power sourcecr forum grace precis,for speaking truth to power in the sourcecred forum with grace and precision,9.0,ALOYSIOUS#3049,2021-08-30T22:00:00.000Z,
814,218,youtub channel graviti,for Youtube channel and Gravity,2.03,acidlazzer#5796,2021-08-05T22:00:00.000Z,
818,222,special particip ethcc aftermovi 😍 http www youtub com watch v jbevphpcx,"for his special participation in the ethcc aftermovie 😍 
https://www.youtube.com/watch?v=jbevpH2Pcxs",11.67,divine_comedian#5493,2021-08-04T22:00:00.000Z,
819,223,creat graphic hatcher outreach,for creating the graphic for Hatchers Outreach,11.67,acidlazzer#5796,2021-08-12T22:00:00.000Z,
820,224,around time,for being around all the time,11.67,David (please DYOR...)#4116,2021-08-26T22:00:00.000Z,
822,226,meet eduardo person,for meeting Eduardo in person,9.0,santigs#9769,2021-08-05T22:00:00.000Z,
823,227,introduc peopl common take time show folk around orient,for introducing people to the commons and taking the time to show folks around and orient them,9.0,ALOYSIOUS#3049,2021-08-30T22:00:00.000Z,
827,231,meet eduardo person,for meeting Eduardo in person,7.67,Tam2140#9361,2021-08-05T22:00:00.000Z,
829,233,meet eduardo person,for meeting Eduardo in person,11.67,chuygarcia.eth#6692,2021-08-05T22:00:00.000Z,
830,234,get ts applic super quickli could part hatch,for getting their TS application in super quickly so that they could be a part of the hatch,9.0,ALOYSIOUS#3049,2021-08-11T22:00:00.000Z,
831,235,give us nice easi intro # #agreements refresh ,for giving us a nice easy intro to <#810180622634844205> and the #agreements refresh ...,2.7,anna-marie#8824,2021-08-30T22:00:00.000Z,
838,242,close chapter hatcher outreach much admir dear edu ,"for closing a chapter in hatcher outreach, much admiration dear edu!",4.37,eduardovegap#0422,2021-08-11T22:00:00.000Z,
840,244,set foundat hubspot,for setting up the foundation for Hubspot,12.33,chuygarcia.eth#6692,2021-08-26T22:00:00.000Z,
844,248,continu improv graviti comm process 🙂 infograph look realli great ,for continuing to improve the Gravity comms for our processes 🙂 this infographics look really great!,2.13,acidlazzer#5796,2021-08-08T22:00:00.000Z,
845,249,develop ninja,for being our developer ninjas,15.0,VitorNunes#0090,2021-08-26T22:00:00.000Z,
849,253,guid zenhub also explain lot tec info ,for guiding me through Zenhub and also explaining a lot of TEC info .,12.33,iviangita#3204,2021-08-19T22:00:00.000Z,
851,255,new member role tag discord use simpl stop appreci ,"for the new member role tag on Discord. It's so useful and simple, I can't stop appreciating it!",9.67,Vyvy-vi#5040,2021-08-16T22:00:00.000Z,
861,265,turn tam onto darkforc,for turning Tam onto Darkforce,10.67,Kris#8703,2021-08-19T22:00:00.000Z,
864,268,invit new contributor collabor tec agreement awesom commun weav ,for inviting new contributors to collaborate with her in the TEC agreements! awesome community weaving!!,9.0,anna-marie#8824,2021-08-23T22:00:00.000Z,
865,269,alway loop everyth even can’t us isn’t feel well,for being always in the loop of everything even he can’t be with us because he isn’t feeling well,10.67,mateodaza#3156,2021-08-19T22:00:00.000Z,
867,271,great meme,for all the great memes,3.37,karmaticacid#1218,2021-08-12T22:00:00.000Z,
871,275,poap distribut magic conjur 🪄,for the POAP distribution magic they conjured 🪄,9.67,Nuggan#5183,2021-08-19T22:00:00.000Z,
872,276,gather kick meet tec agreement,for gathering for kick-off meeting for the TEC agreements,9.0,ALOYSIOUS#3049,2021-08-26T22:00:00.000Z,
873,277,meet amaz realli 🦸🏻,"for being in all the meetings (which is amazing, really) 🦸🏻",12.33,Zeptimus#3359,2021-08-19T22:00:00.000Z,
874,278,initi orient,for the initiatives in the orientation,8.7,anna-marie#8824,2021-08-26T22:00:00.000Z,
876,280,orient stuff,for orientation stuff,3.37,anna-marie#8824,2021-08-26T22:00:00.000Z,
881,285,alway present avail even he’ busi,for being always present and available even he’s busy,9.67,natesuits#4789,2021-08-26T22:00:00.000Z,
